file,record_index,domains,methods,numeric_fields
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,22,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=7.08; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9987848874436208; results.neural_network.test_r2=-0.12947142388121646; results.neural_network.time_s=0.359; results.neural_network.extrapolation_gap=1.1282563113248374; results.neural_network.stability_score=-0.129628937631002; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.328; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=0.45146739720240125; results.hybrid.validation_r2.residual_64_32=0.9998599559375461; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=0.4431040036974744; results.hybrid.validation_r2.residual_128_64_32=0.999966902693428; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,23,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=0.9999999999999184; results.pure_llm.test_r2=0.9999999999986611; results.pure_llm.time_s=15.053; results.pure_llm.extrapolation_gap=1.2573275753879898e-12; results.pure_llm.stability_score=0.9999999999987427; results.neural_network.train_r2=0.999415339285606; results.neural_network.test_r2=-10.528839614939738; results.neural_network.time_s=0.355; results.neural_network.extrapolation_gap=11.528254954225345; results.neural_network.stability_score=-10.534999014989982; results.hybrid.train_r2=1.0; results.hybrid.test_r2=0.9999999999996878; results.hybrid.time_s=2.972; results.hybrid.llm_train_r2=0.9999999999999184; results.hybrid.validation_r2.llm=0.9999999999867245; results.hybrid.validation_r2.nn_64_32=-9.376487623339614; results.hybrid.validation_r2.residual_64_32=0.9999999999995679; results.hybrid.validation_r2.blend_64_32=0.9999999999867245; results.hybrid.validation_r2.nn_128_64_32=-0.3502822719821319; results.hybrid.validation_r2.residual_128_64_32=0.9999999999999519; results.hybrid.validation_r2.blend_128_64_32=0.9999999999867245; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=3.12194714524594e-13; results.hybrid.stability_score=0.9999999999996878
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,24,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.time_s=5.181; results.neural_network.train_r2=0.9998987605048988; results.neural_network.test_r2=0.8623582339341437; results.neural_network.time_s=0.354; results.neural_network.extrapolation_gap=0.1375405265707551; results.neural_network.stability_score=0.8624455474859234; results.hybrid.train_r2=0.9999970402624314; results.hybrid.test_r2=0.9993100604874661; results.hybrid.time_s=3.75; results.hybrid.llm_train_r2=0.8973290220954492; results.hybrid.validation_r2.llm=0.9653793707115788; results.hybrid.validation_r2.nn_64_32=0.9906450412189931; results.hybrid.validation_r2.residual_64_32=0.9999190088836638; results.hybrid.validation_r2.blend_64_32=0.9961319573988769; results.hybrid.validation_r2.nn_128_64_32=0.9961482525985954; results.hybrid.validation_r2.residual_128_64_32=0.9999686594009736; results.hybrid.validation_r2.blend_128_64_32=0.9992998776119664; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0006869797749653461; results.hybrid.stability_score=0.9993130181917488
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,25,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.time_s=9.13; results.neural_network.train_r2=0.9999687981382916; results.neural_network.test_r2=-3.380538223770283; results.neural_network.time_s=0.349; results.neural_network.extrapolation_gap=4.380507021908574; results.neural_network.stability_score=-3.380643706147687; results.hybrid.train_r2=0.9999999674531198; results.hybrid.test_r2=0.9998500922906786; results.hybrid.time_s=3.627; results.hybrid.llm_train_r2=0.9887107536889441; results.hybrid.validation_r2.llm=0.6351796405196481; results.hybrid.validation_r2.nn_64_32=-1.4948308238910206; results.hybrid.validation_r2.residual_64_32=0.9992919035220292; results.hybrid.validation_r2.blend_64_32=0.6351796405196481; results.hybrid.validation_r2.nn_128_64_32=-0.949799438121359; results.hybrid.validation_r2.residual_128_64_32=0.9997162593068489; results.hybrid.validation_r2.blend_128_64_32=0.6351796405196481; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.00014987516244124865; results.hybrid.stability_score=0.9998501248326808
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,26,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=8.949; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9999013916220328; results.neural_network.test_r2=0.9824328517539699; results.neural_network.time_s=0.35; results.neural_network.extrapolation_gap=0.01746853986806296; results.neural_network.stability_score=0.9825297374176811; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.519; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=0.9937235105447105; results.hybrid.validation_r2.residual_64_32=0.815826824059313; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=0.9976683012676899; results.hybrid.validation_r2.residual_128_64_32=0.8698602109728008; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,27,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=12.151; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9999166139322669; results.neural_network.test_r2=-3.640761124375084; results.neural_network.time_s=0.358; results.neural_network.extrapolation_gap=4.6406777383073505; results.neural_network.stability_score=-3.6410647384459844; results.hybrid.train_r2=0.8392423398117614; results.hybrid.test_r2=-7.506294481913095; results.hybrid.time_s=1.988; results.hybrid.llm_train_r2=-3.446452419466187; results.hybrid.validation_r2.nn_64_32=-2.658557979539094; results.hybrid.validation_r2.nn_128_64_32=-4.535463417028985; results.hybrid.validation_r2.linear_fallback=-359.0159185100874; results.hybrid.validation_r2.linear_fallback_local=-57.94952363030401; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=8.345536821724856; results.hybrid.stability_score=-8.944132255763842
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,28,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=9.012; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9996582494240388; results.neural_network.test_r2=0.29101772349839816; results.neural_network.time_s=0.352; results.neural_network.extrapolation_gap=0.7086405259256406; results.neural_network.stability_score=0.2911172129736041; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.424; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=0.7631638694569975; results.hybrid.validation_r2.residual_64_32=0.999999999973653; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=0.808723341465949; results.hybrid.validation_r2.residual_128_64_32=0.9999999999990496; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,29,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=12.42; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9999019295684929; results.neural_network.test_r2=-2.305755319606728; results.neural_network.time_s=0.353; results.neural_network.extrapolation_gap=3.305657249175221; results.neural_network.stability_score=-2.3059814682043625; results.hybrid.train_r2=0.9998896965904278; results.hybrid.test_r2=0.8849053904847946; results.hybrid.time_s=1.899; results.hybrid.llm_train_r2=-1.66345428964609; results.hybrid.validation_r2.nn_64_32=-1.2570092882280566; results.hybrid.validation_r2.nn_128_64_32=-1.3229740981856093; results.hybrid.validation_r2.linear_fallback=0.9722011137112916; results.hybrid.validation_r2.linear_fallback_local=0.9722011137112916; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.11498430610563326; results.hybrid.stability_score=0.8850030093342057
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,30,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=0.9999999999999999; results.pure_llm.time_s=8.778; results.pure_llm.extrapolation_gap=1.1102230246251565e-16; results.pure_llm.stability_score=0.9999999999999999; results.neural_network.train_r2=0.9999083285939975; results.neural_network.test_r2=-0.6394037899562561; results.neural_network.time_s=0.355; results.neural_network.extrapolation_gap=1.6393121185502535; results.neural_network.stability_score=-0.6394624103745009; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.715; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=0.999999999999999; results.hybrid.validation_r2.nn_64_32=-0.5084304722695188; results.hybrid.validation_r2.residual_64_32=1.0; results.hybrid.validation_r2.blend_64_32=0.999999999999999; results.hybrid.validation_r2.nn_128_64_32=0.352582307823718; results.hybrid.validation_r2.residual_128_64_32=1.0; results.hybrid.validation_r2.blend_128_64_32=0.999999999999999; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,31,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=7.782; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9999455394867759; results.neural_network.test_r2=-2.3469425100831165; results.neural_network.time_s=0.354; results.neural_network.extrapolation_gap=3.3468880495698925; results.neural_network.stability_score=-2.3470703327380105; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.458; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=-1.206429384456916; results.hybrid.validation_r2.residual_64_32=0.9690883368605907; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=-0.40507077637866207; results.hybrid.validation_r2.residual_128_64_32=0.9477522869784245; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,32,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.time_s=14.414; results.neural_network.train_r2=0.9997542766856039; results.neural_network.test_r2=-2.3826206029140007; results.neural_network.time_s=0.36; results.neural_network.extrapolation_gap=3.3823748795996047; results.neural_network.stability_score=-2.3832062122433624; results.hybrid.train_r2=0.9999999999999986; results.hybrid.test_r2=0.999999999999986; results.hybrid.time_s=16.528; results.hybrid.llm_train_r2=-7649.8251289264; results.hybrid.validation_r2.nn_64_32=-1.7539316050602838; results.hybrid.validation_r2.nn_128_64_32=-0.9735086465902674; results.hybrid.validation_r2.linear_fallback=0.999999999999587; results.hybrid.validation_r2.linear_fallback_local=0.999999999999587; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=1.2545520178264269e-14; results.hybrid.stability_score=0.9999999999999875
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,33,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=9.275; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9997874975696198; results.neural_network.test_r2=0.08753493402903911; results.neural_network.time_s=0.352; results.neural_network.extrapolation_gap=0.9122525635405807; results.neural_network.stability_score=0.0875535393689434; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.458; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=0.8360864158025737; results.hybrid.validation_r2.residual_64_32=1.0; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=0.7999626670421138; results.hybrid.validation_r2.residual_128_64_32=1.0; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,34,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=-2.75132602106404; results.pure_llm.test_r2=-2.783771380269757; results.pure_llm.time_s=10.514; results.pure_llm.extrapolation_gap=0.032445359205716784; results.pure_llm.stability_score=1.0117926261581929; results.neural_network.train_r2=0.9999412387260357; results.neural_network.test_r2=0.9798273999095477; results.neural_network.time_s=0.351; results.neural_network.extrapolation_gap=0.020113838816487983; results.neural_network.stability_score=0.979884979199264; results.hybrid.train_r2=0.9999075984883362; results.hybrid.test_r2=0.9999110753050476; results.hybrid.time_s=2.172; results.hybrid.llm_train_r2=-2.75132602106404; results.hybrid.validation_r2.nn_64_32=0.9934168442005157; results.hybrid.validation_r2.nn_128_64_32=0.9940401195658606; results.hybrid.validation_r2.linear_fallback=0.9997946693407215; results.hybrid.validation_r2.linear_fallback_local=0.9997946693407215; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=-3.4768167114229698e-06; results.hybrid.stability_score=1.0000034771380042
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,35,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=8.739; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.99984878994343; results.neural_network.test_r2=-0.020994513792726988; results.neural_network.time_s=0.352; results.neural_network.extrapolation_gap=1.0208433037361568; results.neural_network.stability_score=-0.020997688854446507; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=4.184; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=-1.4335428034977014; results.hybrid.validation_r2.residual_64_32=1.0; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=0.39779354697814795; results.hybrid.validation_r2.residual_128_64_32=1.0; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,36,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=9.083; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9998671000461818; results.neural_network.test_r2=0.9061183055718469; results.neural_network.time_s=0.352; results.neural_network.extrapolation_gap=0.09374879447433493; results.neural_network.stability_score=0.9062387446591603; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.558; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=0.981245417804311; results.hybrid.validation_r2.residual_64_32=1.0; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=0.9928130319530767; results.hybrid.validation_r2.residual_128_64_32=1.0; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,37,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=14.836; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9999588355043414; results.neural_network.test_r2=-2.6167294130915844; results.neural_network.time_s=0.36; results.neural_network.extrapolation_gap=3.616688248595926; results.neural_network.stability_score=-2.616837133872421; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=3.275; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=-1.921384969380659; results.hybrid.validation_r2.residual_64_32=0.5391992951311848; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=-0.520149774049852; results.hybrid.validation_r2.residual_128_64_32=0.9834253602574714; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,38,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=12.958; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9999531392404281; results.neural_network.test_r2=-2.93548885227171; results.neural_network.time_s=0.358; results.neural_network.extrapolation_gap=3.935441991512138; results.neural_network.stability_score=-2.9356264179554747; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.498; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=-1.9263765534690056; results.hybrid.validation_r2.residual_64_32=-5.618338672530174; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=-2.510532971752633; results.hybrid.validation_r2.residual_128_64_32=0.6009218067147577; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,39,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=10.463; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9998509413480174; results.neural_network.test_r2=0.9581536386492507; results.neural_network.time_s=0.358; results.neural_network.extrapolation_gap=0.0416973026987667; results.neural_network.stability_score=0.9582964810309128; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.574; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=0.9275490241815106; results.hybrid.validation_r2.residual_64_32=1.0; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=0.9843771698403634; results.hybrid.validation_r2.residual_128_64_32=1.0; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,40,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=12.797; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9996499220468797; results.neural_network.test_r2=-2.1888747726071163; results.neural_network.time_s=0.354; results.neural_network.extrapolation_gap=3.188524694653996; results.neural_network.stability_score=-2.1896413177577045; results.hybrid.train_r2=0.849669401513115; results.hybrid.test_r2=-3.150988167912704; results.hybrid.time_s=2.198; results.hybrid.llm_train_r2=-0.6882465708754102; results.hybrid.validation_r2.nn_64_32=-8.633828297347705; results.hybrid.validation_r2.nn_128_64_32=-25.208044222599078; results.hybrid.validation_r2.linear_fallback=-3796.3043120712136; results.hybrid.validation_r2.linear_fallback_local=-564.8216060850226; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=4.000657569425819; results.hybrid.stability_score=-3.7084872802308007
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,41,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.time_s=16.442; results.neural_network.train_r2=0.8654211826347449; results.neural_network.test_r2=-9.902594069359916; results.neural_network.time_s=0.356; results.neural_network.extrapolation_gap=10.76801525199466; results.neural_network.stability_score=-11.442514082231972; results.hybrid.train_r2=0.40289245078667013; results.hybrid.test_r2=-4.229369623001699; results.hybrid.time_s=12.262; results.hybrid.validation_r2.nn_64_32=-1.8850959519149697; results.hybrid.validation_r2.nn_128_64_32=-1.8621570306819724; results.hybrid.validation_r2.linear_fallback=-1.7509612185058288; results.hybrid.validation_r2.linear_fallback_local=-1.7509612185058288; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=4.632262073788369; results.hybrid.stability_score=-10.497515192314022
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,42,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=-33024.125895020414; results.pure_llm.test_r2=-28166.479766160257; results.pure_llm.time_s=8.827; results.pure_llm.extrapolation_gap=-4857.646128860157; results.pure_llm.stability_score=0.8529061406711563; results.neural_network.train_r2=0.9997832938804662; results.neural_network.test_r2=0.9427720044583193; results.neural_network.time_s=0.354; results.neural_network.extrapolation_gap=0.05701128942214684; results.neural_network.stability_score=0.9429763532046345; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.332; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=0.9967482388218007; results.hybrid.validation_r2.residual_64_32=1.0; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=0.9907276102000947; results.hybrid.validation_r2.residual_128_64_32=1.0; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,43,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=10.274; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9599420019947656; results.neural_network.test_r2=-0.05829631476824915; results.neural_network.time_s=0.353; results.neural_network.extrapolation_gap=1.0182383167630147; results.neural_network.stability_score=-0.060728996800961964; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.639; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=-0.8317842016238759; results.hybrid.validation_r2.residual_64_32=1.0; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=-1.274436282658642; results.hybrid.validation_r2.residual_128_64_32=1.0; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,44,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=9.29; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9996566312859447; results.neural_network.test_r2=-0.15646596847906635; results.neural_network.time_s=0.353; results.neural_network.extrapolation_gap=1.156122599765011; results.neural_network.stability_score=-0.1565197124514551; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.742; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=0.8717848304169383; results.hybrid.validation_r2.residual_64_32=1.0; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=0.8585345655499057; results.hybrid.validation_r2.residual_128_64_32=1.0; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,45,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=12.187; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9998728809292671; results.neural_network.test_r2=-0.18848086072787162; results.neural_network.time_s=0.354; results.neural_network.extrapolation_gap=1.1883537416571386; results.neural_network.stability_score=-0.1885048232858364; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.594; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=0.8908438348746244; results.hybrid.validation_r2.residual_64_32=0.9999999999996838; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=0.9142810182051604; results.hybrid.validation_r2.residual_128_64_32=0.9999999999995347; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
hypatiax/data/results/comparison_results/noise-noiseless/15/hypatiax_defi_benchmark_v4_results_seed42.json,46,defi,"hypatiax,llm,nn",seed=42.0; results.pure_llm.train_r2=1.0; results.pure_llm.test_r2=1.0; results.pure_llm.time_s=11.23; results.pure_llm.extrapolation_gap=0.0; results.pure_llm.stability_score=1.0; results.neural_network.train_r2=0.9999569606301084; results.neural_network.test_r2=-3.006049126496829; results.neural_network.time_s=0.354; results.neural_network.extrapolation_gap=4.006006087126938; results.neural_network.stability_score=-3.0061785105257037; results.hybrid.train_r2=1.0; results.hybrid.test_r2=1.0; results.hybrid.time_s=2.386; results.hybrid.llm_train_r2=1.0; results.hybrid.validation_r2.llm=1.0; results.hybrid.validation_r2.nn_64_32=-1.892054452734397; results.hybrid.validation_r2.residual_64_32=0.9999999999753049; results.hybrid.validation_r2.blend_64_32=1.0; results.hybrid.validation_r2.nn_128_64_32=-2.69179225846322; results.hybrid.validation_r2.residual_128_64_32=0.9999999999973227; results.hybrid.validation_r2.blend_128_64_32=1.0; results.hybrid.validation_n=20.0; results.hybrid.extrapolation_gap=0.0; results.hybrid.stability_score=1.0
